Year,Month,Sales
2023,1,6846.64
2023,2,7248.36
2023,3,6827.54
2023,4,4652.08
2023,5,8739.32
2023,6,5951.04
2023,7,6439.72
2023,8,6329.56
2023,9,7181.92
2023,10,8815.27
2023,11,7409.16
2023,12,7238
